資料日期,ETF,更新時間,持股JSON
2026-05-29 00:00:00,00403A,2026-05-29 17:01:16,"[[""2330"",""台積電"",14200,17.19],[""2303"",""聯電"",79700,5.92],[""3037"",""欣興"",8960,4.86],[""3017"",""奇鋐"",3250,4.45],[""3711"",""日月光投控"",12101,3.8],[""2383"",""台光電"",1350,3.55],[""2327"",""國巨*"",8760,3.32],[""2368"",""金像電"",4700,3.19],[""2308"",""台達電"",2250,2.83],[""2344"",""華邦電"",33000,2.68],[""2345"",""智邦"",1950,2.44],[""2454"",""聯發科"",1000,2.22],[""6669"",""緯穎"",790,2.21],[""6223"",""旺矽"",655,2.01],[""3533"",""嘉澤"",1160,1.58],[""8046"",""南電"",3550,1.55],[""8299"",""群聯"",1163,1.54],[""4958"",""臻鼎-KY"",5492,1.45],[""3653"",""健策"",770,1.4],[""3665"",""貿聯-KY"",1285,1.38],[""2337"",""旺宏"",15350,1.31],[""7769"",""鴻勁"",279,1.18],[""2360"",""致茂"",840,1.09],[""3443"",""創意"",400,0.96],[""3081"",""聯亞"",680,0.91],[""6274"",""台燿"",1020,0.89],[""5274"",""信驊"",90,0.88],[""5347"",""世界"",9911,0.86],[""6442"",""光聖"",830,0.79],[""6147"",""頎邦"",5000,0.79],[""6488"",""環球晶"",1497,0.78],[""6515"",""穎崴"",165,0.74],[""3529"",""力旺"",390,0.68],[""8996"",""高力"",1169,0.66],[""3044"",""健鼎"",2300,0.62],[""6805"",""富世達"",570,0.57],[""8358"",""金居"",1710,0.53],[""3189"",""景碩"",1380,0.52],[""8210"",""勤誠"",680,0.48],[""3583"",""辛耘"",900,0.4],[""4979"",""華星光"",1200,0.38],[""4966"",""譜瑞-KY"",784,0.34],[""3105"",""穩懋"",957,0.26],[""6196"",""帆宣"",870,0.23],[""3036"",""文曄"",1500,0.22],[""2481"",""強茂"",2510,0.21],[""2049"",""上銀"",1010,0.2],[""2455"",""全新"",450,0.1],[""1560"",""中砂"",78,0.03],[""2313"",""華通"",1,0]]"
2026-06-01 00:00:00,00403A,2026-06-01 16:47:03,"[[""2330"",""台積電"",14200,17.28],[""2303"",""聯電"",79700,6.01],[""3037"",""欣興"",8960,4.86],[""3017"",""奇鋐"",3250,4.68],[""3711"",""日月光投控"",12101,3.76],[""2327"",""國巨*"",8760,3.58],[""2383"",""台光電"",1350,3.54],[""2368"",""金像電"",4700,3.22],[""2344"",""華邦電"",34000,2.95],[""2308"",""台達電"",2250,2.81],[""2345"",""智邦"",1950,2.53],[""2454"",""聯發科"",1050,2.47],[""6669"",""緯穎"",790,2.25],[""6223"",""旺矽"",655,1.92],[""8299"",""群聯"",1163,1.66],[""8046"",""南電"",3550,1.66],[""3533"",""嘉澤"",1160,1.6],[""4958"",""臻鼎-KY"",5492,1.56],[""3653"",""健策"",770,1.53],[""3665"",""貿聯-KY"",1285,1.41],[""2337"",""旺宏"",15350,1.33],[""2360"",""致茂"",840,1.12],[""7769"",""鴻勁"",279,1.08],[""3443"",""創意"",430,1.03],[""3081"",""聯亞"",680,0.94],[""5347"",""世界"",9911,0.92],[""6274"",""台燿"",1020,0.9],[""6442"",""光聖"",830,0.81],[""6147"",""頎邦"",5000,0.74],[""6515"",""穎崴"",165,0.74],[""6488"",""環球晶"",1497,0.73],[""3529"",""力旺"",390,0.66],[""8996"",""高力"",1169,0.63],[""6805"",""富世達"",570,0.62],[""3044"",""健鼎"",2300,0.62],[""8358"",""金居"",1710,0.59],[""3189"",""景碩"",1380,0.55],[""8210"",""勤誠"",680,0.49],[""5274"",""信驊"",50,0.48],[""4979"",""華星光"",1200,0.4],[""4966"",""譜瑞-KY"",900,0.4],[""3583"",""辛耘"",900,0.4],[""3105"",""穩懋"",957,0.26],[""6196"",""帆宣"",870,0.23],[""2049"",""上銀"",1010,0.2],[""2481"",""強茂"",2510,0.2],[""2455"",""全新"",450,0.1],[""1560"",""中砂"",78,0.03],[""3036"",""文曄"",1,0],[""2313"",""華通"",1,0]]"
2026-06-02 00:00:00,00403A,2026-06-02 17:42:05,"[[""2330"",""台積電"",14200,17.66],[""2303"",""聯電"",79700,5.89],[""3017"",""奇鋐"",3250,4.58],[""3037"",""欣興"",8960,4.56],[""2327"",""國巨*"",8760,3.87],[""3711"",""日月光投控"",12101,3.73],[""2383"",""台光電"",1350,3.43],[""2344"",""華邦電"",34800,3.35],[""2368"",""金像電"",4700,3.13],[""2308"",""台達電"",2250,2.77],[""2454"",""聯發科"",1050,2.48],[""2345"",""智邦"",1950,2.47],[""6669"",""緯穎"",790,2.26],[""6223"",""旺矽"",655,1.89],[""3653"",""健策"",830,1.73],[""8299"",""群聯"",1163,1.71],[""8046"",""南電"",3550,1.6],[""3533"",""嘉澤"",1160,1.58],[""2337"",""旺宏"",16350,1.5],[""4958"",""臻鼎-KY"",5492,1.49],[""3665"",""貿聯-KY"",1150,1.32],[""2360"",""致茂"",840,1.06],[""7769"",""鴻勁"",279,1.05],[""3443"",""創意"",430,1.02],[""3081"",""聯亞"",680,0.91],[""5347"",""世界"",9911,0.89],[""6274"",""台燿"",1020,0.85],[""6442"",""光聖"",830,0.82],[""6488"",""環球晶"",1497,0.74],[""6147"",""頎邦"",5000,0.73],[""3529"",""力旺"",390,0.72],[""6515"",""穎崴"",165,0.7],[""6805"",""富世達"",570,0.65],[""8996"",""高力"",1169,0.64],[""3044"",""健鼎"",2300,0.61],[""8358"",""金居"",1710,0.56],[""3189"",""景碩"",1380,0.54],[""8210"",""勤誠"",680,0.49],[""5274"",""信驊"",50,0.47],[""3583"",""辛耘"",900,0.4],[""4979"",""華星光"",1200,0.39],[""4966"",""譜瑞-KY"",900,0.39],[""3105"",""穩懋"",957,0.26],[""6196"",""帆宣"",870,0.23],[""2049"",""上銀"",1010,0.19],[""2317"",""鴻海"",1200,0.19],[""2455"",""全新"",450,0.09],[""2481"",""強茂"",1100,0.08],[""1560"",""中砂"",78,0.03],[""3036"",""文曄"",1,0]]"
2026-06-03 00:00:00,00403A,2026-06-03 17:03:10,"[[""2330"",""台積電"",14200,17.98],[""2303"",""聯電"",79700,5.43],[""3017"",""奇鋐"",3250,4.84],[""3037"",""欣興"",8960,4.68],[""3711"",""日月光投控"",12101,3.9],[""2327"",""國巨*"",8760,3.75],[""2368"",""金像電"",4700,3.4],[""2383"",""台光電"",1350,3.4],[""2344"",""華邦電"",36000,3.34],[""2308"",""台達電"",2250,2.88],[""2345"",""智邦"",2060,2.78],[""2454"",""聯發科"",1050,2.49],[""6669"",""緯穎"",790,2.31],[""6223"",""旺矽"",710,2.19],[""3653"",""健策"",830,1.69],[""8046"",""南電"",3550,1.68],[""3533"",""嘉澤"",1240,1.66],[""4958"",""臻鼎-KY"",5492,1.46],[""3665"",""貿聯-KY"",1150,1.38],[""2337"",""旺宏"",16350,1.38],[""8299"",""群聯"",930,1.3],[""2360"",""致茂"",840,1.12],[""7769"",""鴻勁"",279,1.1],[""6274"",""台燿"",1200,1.06],[""3443"",""創意"",430,1.03],[""3081"",""聯亞"",680,1],[""6442"",""光聖"",830,0.89],[""5347"",""世界"",9911,0.87],[""6488"",""環球晶"",1497,0.74],[""3529"",""力旺"",390,0.73],[""6147"",""頎邦"",5000,0.72],[""6515"",""穎崴"",165,0.71],[""8996"",""高力"",1169,0.67],[""6805"",""富世達"",570,0.62],[""8358"",""金居"",1710,0.55],[""3189"",""景碩"",1380,0.53],[""8210"",""勤誠"",680,0.52],[""2317"",""鴻海"",3200,0.52],[""3044"",""健鼎"",1800,0.48],[""5274"",""信驊"",45,0.42],[""4979"",""華星光"",1200,0.4],[""3583"",""辛耘"",900,0.4],[""4966"",""譜瑞-KY"",900,0.38],[""3105"",""穩懋"",957,0.26],[""6196"",""帆宣"",870,0.23],[""2049"",""上銀"",1010,0.19],[""2455"",""全新"",450,0.1],[""1303"",""南亞"",1600,0.09],[""2481"",""強茂"",1100,0.09],[""1560"",""中砂"",78,0.03]]"
2026-06-04 00:00:00,00403A,2026-06-04 17:55:34,"[[""2330"",""台積電"",14200,18.21],[""3017"",""奇鋐"",3250,4.73],[""3037"",""欣興"",8960,4.68],[""2303"",""聯電"",68000,4.57],[""3711"",""日月光投控"",12101,3.86],[""2383"",""台光電"",1350,3.51],[""2327"",""國巨*"",8760,3.5],[""2344"",""華邦電"",36000,3.47],[""2368"",""金像電"",4700,3.41],[""2308"",""台達電"",2250,2.93],[""2345"",""智邦"",2060,2.78],[""2454"",""聯發科"",1050,2.5],[""6223"",""旺矽"",740,2.41],[""6669"",""緯穎"",790,2.37],[""8046"",""南電"",3550,1.68],[""3653"",""健策"",830,1.66],[""3533"",""嘉澤"",1240,1.6],[""4958"",""臻鼎-KY"",5492,1.45],[""2337"",""旺宏"",16350,1.38],[""3665"",""貿聯-KY"",1090,1.26],[""2360"",""致茂"",840,1.18],[""7769"",""鴻勁"",279,1.11],[""6274"",""台燿"",1200,1.09],[""3443"",""創意"",430,1.02],[""3081"",""聯亞"",720,1],[""8299"",""群聯"",700,0.97],[""6442"",""光聖"",830,0.96],[""5347"",""世界"",9911,0.87],[""6515"",""穎崴"",165,0.77],[""3529"",""力旺"",390,0.74],[""6147"",""頎邦"",5000,0.73],[""8996"",""高力"",1169,0.7],[""6488"",""環球晶"",1497,0.7],[""6805"",""富世達"",570,0.61],[""8358"",""金居"",1710,0.52],[""8210"",""勤誠"",680,0.52],[""3189"",""景碩"",1380,0.51],[""2317"",""鴻海"",3200,0.5],[""5274"",""信驊"",45,0.44],[""3583"",""辛耘"",900,0.42],[""4979"",""華星光"",1200,0.38],[""4966"",""譜瑞-KY"",900,0.37],[""3044"",""健鼎"",1000,0.28],[""3105"",""穩懋"",957,0.25],[""6196"",""帆宣"",870,0.24],[""1303"",""南亞"",3600,0.21],[""2049"",""上銀"",1010,0.19],[""2455"",""全新"",450,0.1],[""2481"",""強茂"",1100,0.09],[""1560"",""中砂"",78,0.03]]"
2026-06-05 00:00:00,00403A,2026-06-05 16:47:32,"[[""2330"",""台積電"",14200,18.4],[""2303"",""聯電"",68000,4.9],[""3017"",""奇鋐"",3250,4.63],[""3037"",""欣興"",8960,4.58],[""3711"",""日月光投控"",12101,3.83],[""2327"",""國巨*"",8760,3.69],[""2383"",""台光電"",1350,3.61],[""2368"",""金像電"",4700,3.39],[""2344"",""華邦電"",36000,3.19],[""2308"",""台達電"",2250,2.83],[""2345"",""智邦"",2060,2.81],[""2454"",""聯發科"",1050,2.47],[""6223"",""旺矽"",780,2.46],[""6669"",""緯穎"",790,2.45],[""3653"",""健策"",830,1.65],[""3533"",""嘉澤"",1240,1.61],[""4958"",""臻鼎-KY"",5492,1.52],[""2337"",""旺宏"",16350,1.34],[""3665"",""貿聯-KY"",1090,1.31],[""2360"",""致茂"",840,1.18],[""6274"",""台燿"",1300,1.15],[""7769"",""鴻勁"",279,1.11],[""3081"",""聯亞"",720,1.05],[""3443"",""創意"",430,1.04],[""6442"",""光聖"",830,0.93],[""5347"",""世界"",9911,0.88],[""6147"",""頎邦"",5600,0.83],[""6515"",""穎崴"",165,0.76],[""3529"",""力旺"",390,0.73],[""8996"",""高力"",1169,0.72],[""6488"",""環球晶"",1497,0.67],[""6805"",""富世達"",570,0.61],[""8358"",""金居"",1710,0.56],[""3189"",""景碩"",1380,0.54],[""8210"",""勤誠"",680,0.51],[""8046"",""南電"",1080,0.5],[""2317"",""鴻海"",3200,0.5],[""8299"",""群聯"",350,0.47],[""5274"",""信驊"",45,0.43],[""3583"",""辛耘"",900,0.43],[""4979"",""華星光"",1200,0.39],[""4966"",""譜瑞-KY"",900,0.36],[""3044"",""健鼎"",1000,0.27],[""3105"",""穩懋"",957,0.25],[""1303"",""南亞"",4300,0.25],[""6196"",""帆宣"",870,0.24],[""2049"",""上銀"",1010,0.19],[""2455"",""全新"",450,0.1],[""2481"",""強茂"",1100,0.1],[""1560"",""中砂"",78,0.03]]"
2026-04-17 00:00:00,00981A,2026-04-18 12:17:42,"[[""2330"",""台積電"",6556,8.67],[""2383"",""台光電"",3012,7.46],[""2308"",""台達電"",5103,6.12],[""3653"",""健策"",1986,5.91],[""2345"",""智邦"",4253,5.73],[""2368"",""金像電"",7091,5.43],[""6223"",""旺矽"",1582,5.35],[""3665"",""貿聯-KY"",3468,5.34],[""3017"",""奇鋐"",3405,5.32],[""8046"",""南電"",8609,4.06],[""3037"",""欣興"",9287,3.89],[""5274"",""信驊"",351,3.16],[""2327"",""國巨*"",13568,2.8],[""2454"",""聯發科"",1870,2.34],[""6515"",""穎崴"",331,2.22],[""3711"",""日月光投控"",6879,1.98],[""6274"",""台燿"",3019,1.86],[""6805"",""富世達"",1474,1.8],[""2449"",""京元電子"",9529,1.71],[""6510"",""精測"",683,1.66],[""2303"",""聯電"",28030,1.33],[""8358"",""金居"",5508,1.32],[""3211"",""順達"",3703,0.87],[""6669"",""緯穎"",349,0.86],[""3661"",""世芯-KY"",336,0.77],[""3189"",""景碩"",2826,0.72],[""2404"",""漢唐"",1014,0.68],[""8210"",""勤誠"",965,0.64],[""6147"",""頎邦"",7884,0.59],[""3443"",""創意"",271,0.57],[""5439"",""高技"",2156,0.56],[""1303"",""南亞"",8012,0.46],[""8996"",""高力"",535,0.43],[""4979"",""華星光"",1037,0.43],[""3264"",""欣銓"",3355,0.38],[""6187"",""萬潤"",419,0.33],[""6488"",""環球晶"",886,0.29],[""2481"",""強茂"",3648,0.28],[""7769"",""鴻勁"",91,0.27],[""6191"",""精成科"",3814,0.26],[""3583"",""辛耘"",527,0.26],[""3376"",""新日興"",1498,0.19],[""3324"",""雙鴻"",167,0.11],[""2002"",""中鋼"",5157,0.07],[""3217"",""優群"",557,0.06],[""1319"",""東陽"",505,0.03],[""3008"",""大立光"",13,0.02],[""2313"",""華通"",110,0.02],[""1815"",""富喬"",106,0.01],[""2357"",""華碩"",12,0],[""2439"",""美律"",12,0],[""3045"",""台灣大"",12,0],[""5347"",""世界"",10,0]]"
2026-04-20 00:00:00,00981A,2026-04-20 23:05:36,"[[""2330"",""台積電"",7131,8.55],[""2383"",""台光電"",3138,7.15],[""3653"",""健策"",2108,6.27],[""2308"",""台達電"",5317,5.98],[""2368"",""金像電"",7389,5.29],[""3665"",""貿聯-KY"",3613,5.26],[""2345"",""智邦"",4431,5.26],[""3017"",""奇鋐"",3547,5.23],[""6223"",""旺矽"",1648,5.01],[""8046"",""南電"",8609,4.06],[""3037"",""欣興"",9287,3.73],[""5274"",""信驊"",351,3],[""2327"",""國巨*"",14138,2.67],[""6515"",""穎崴"",344,2.2],[""2454"",""聯發科"",1948,2.19],[""3711"",""日月光投控"",7167,1.96],[""6805"",""富世達"",1536,1.72],[""6274"",""台燿"",3019,1.7],[""6510"",""精測"",711,1.6],[""2449"",""京元電子"",9930,1.59],[""6669"",""緯穎"",582,1.37],[""2303"",""聯電"",29205,1.33],[""8358"",""金居"",5508,1.32],[""3211"",""順達"",3859,0.84],[""3661"",""世芯-KY"",350,0.75],[""3189"",""景碩"",2826,0.72],[""5439"",""高技"",2656,0.69],[""2404"",""漢唐"",1056,0.64],[""8210"",""勤誠"",1005,0.61],[""6147"",""頎邦"",7884,0.59],[""3443"",""創意"",271,0.57],[""3264"",""欣銓"",4715,0.52],[""4979"",""華星光"",1037,0.43],[""1303"",""南亞"",8013,0.41],[""8996"",""高力"",535,0.38],[""6187"",""萬潤"",436,0.32],[""6488"",""環球晶"",923,0.3],[""6191"",""精成科"",3814,0.26],[""3583"",""辛耘"",527,0.25],[""7769"",""鴻勁"",94,0.25],[""2481"",""強茂"",3649,0.24],[""3376"",""新日興"",1560,0.19],[""3324"",""雙鴻"",168,0.1],[""3217"",""優群"",580,0.06],[""2002"",""中鋼"",5158,0.06],[""3008"",""大立光"",13,0.02],[""1319"",""東陽"",506,0.02],[""2313"",""華通"",114,0.02],[""1815"",""富喬"",106,0.01],[""2357"",""華碩"",13,0],[""2439"",""美律"",13,0],[""3045"",""台灣大"",13,0],[""5347"",""世界"",10,0]]"
2026-04-21 00:00:00,00981A,2026-04-21 16:29:18,"[[""2330"",""台積電"",8068,9.02],[""2383"",""台光電"",3358,7.24],[""2308"",""台達電"",5819,6.4],[""3653"",""健策"",2168,6.35],[""2345"",""智邦"",4840,5.78],[""3017"",""奇鋐"",3667,5.13],[""2368"",""金像電"",7389,4.94],[""3665"",""貿聯-KY"",3693,4.89],[""6223"",""旺矽"",1698,4.58],[""8046"",""南電"",8852,3.81],[""3037"",""欣興"",9287,3.6],[""2454"",""聯發科"",2674,3.05],[""5274"",""信驊"",351,2.92],[""2327"",""國巨*"",14238,2.51],[""6515"",""穎崴"",353,2.06],[""3711"",""日月光投控"",7369,1.9],[""6669"",""緯穎"",794,1.83],[""6510"",""精測"",781,1.75],[""6805"",""富世達"",1596,1.67],[""6274"",""台燿"",3019,1.59],[""2449"",""京元電子"",10050,1.54],[""3661"",""世芯-KY"",665,1.45],[""2303"",""聯電"",29505,1.23],[""8358"",""金居"",5558,1.19],[""3211"",""順達"",3860,0.8],[""3189"",""景碩"",2826,0.73],[""5439"",""高技"",2756,0.66],[""6147"",""頎邦"",7884,0.58],[""2404"",""漢唐"",1057,0.58],[""8210"",""勤誠"",1006,0.56],[""3443"",""創意"",271,0.55],[""3264"",""欣銓"",4715,0.53],[""1303"",""南亞"",8014,0.39],[""4979"",""華星光"",1037,0.37],[""8996"",""高力"",535,0.35],[""6187"",""萬潤"",456,0.33],[""6488"",""環球晶"",948,0.31],[""6191"",""精成科"",3864,0.24],[""7769"",""鴻勁"",94,0.23],[""3583"",""辛耘"",527,0.22],[""2481"",""強茂"",3650,0.22],[""3376"",""新日興"",1560,0.19],[""6415"",""矽力*-KY"",630,0.14],[""3324"",""雙鴻"",169,0.1],[""2313"",""華通"",714,0.1],[""3217"",""優群"",630,0.06],[""2002"",""中鋼"",5159,0.06],[""3008"",""大立光"",14,0.02],[""1319"",""東陽"",507,0.02],[""1815"",""富喬"",106,0.01],[""2357"",""華碩"",14,0],[""2439"",""美律"",14,0],[""5347"",""世界"",11,0]]"
2026-04-22 00:00:00,00981A,2026-04-22 16:54:04,"[[""2330"",""台積電"",8218,8.75],[""2383"",""台光電"",3681,7.77],[""3653"",""健策"",2198,6.18],[""2308"",""台達電"",5839,6.11],[""2345"",""智邦"",4902,5.6],[""3017"",""奇鋐"",3727,5.22],[""3665"",""貿聯-KY"",3813,5.06],[""2368"",""金像電"",7389,4.8],[""6223"",""旺矽"",1720,4.31],[""2454"",""聯發科"",3194,3.81],[""8046"",""南電"",8972,3.74],[""3037"",""欣興"",9287,3.45],[""5274"",""信驊"",351,2.93],[""2327"",""國巨*"",14288,2.34],[""6669"",""緯穎"",923,2.09],[""6515"",""穎崴"",357,1.99],[""3711"",""日月光投控"",7419,1.79],[""6805"",""富世達"",1646,1.7],[""6510"",""精測"",781,1.7],[""6274"",""台燿"",3019,1.53],[""2449"",""京元電子"",10180,1.52],[""3661"",""世芯-KY"",673,1.42],[""2303"",""聯電"",29889,1.22],[""8358"",""金居"",5558,1.14],[""3211"",""順達"",3880,0.84],[""2317"",""鴻海"",6715,0.77],[""3189"",""景碩"",2862,0.73],[""5439"",""高技"",2791,0.61],[""6147"",""頎邦"",7884,0.58],[""8210"",""勤誠"",1019,0.55],[""2404"",""漢唐"",1058,0.55],[""3264"",""欣銓"",4745,0.52],[""3443"",""創意"",271,0.52],[""1303"",""南亞"",8015,0.37],[""4979"",""華星光"",1037,0.34],[""8996"",""高力"",535,0.33],[""6187"",""萬潤"",461,0.33],[""6488"",""環球晶"",949,0.3],[""3583"",""辛耘"",527,0.23],[""7769"",""鴻勁"",95,0.23],[""6191"",""精成科"",3865,0.22],[""2481"",""強茂"",3651,0.2],[""3376"",""新日興"",1561,0.18],[""6415"",""矽力*-KY"",660,0.14],[""3324"",""雙鴻"",170,0.1],[""2313"",""華通"",764,0.1],[""3217"",""優群"",780,0.07],[""2002"",""中鋼"",5160,0.05],[""3008"",""大立光"",15,0.02],[""1319"",""東陽"",508,0.02],[""1815"",""富喬"",107,0.01],[""2357"",""華碩"",15,0],[""2439"",""美律"",15,0],[""5347"",""世界"",61,0]]"
2026-04-23 00:00:00,00981A,2026-04-23 16:29:22,"[[""2330"",""台積電"",9113,9.49],[""2383"",""台光電"",3904,8.02],[""3653"",""健策"",2267,6.03],[""2308"",""台達電"",6024,5.97],[""3665"",""貿聯-KY"",3934,5.43],[""2345"",""智邦"",5057,5.27],[""3017"",""奇鋐"",3845,5.16],[""2368"",""金像電"",7389,4.68],[""6223"",""旺矽"",1774,4.26],[""8046"",""南電"",9256,3.69],[""2454"",""聯發科"",3295,3.66],[""3037"",""欣興"",9287,3.39],[""5274"",""信驊"",351,2.75],[""2327"",""國巨*"",14288,2.11],[""6669"",""緯穎"",952,2.03],[""6515"",""穎崴"",368,1.98],[""3711"",""日月光投控"",7654,1.78],[""6805"",""富世達"",1698,1.62],[""6510"",""精測"",781,1.51],[""2449"",""京元電子"",10503,1.46],[""6274"",""台燿"",3019,1.44],[""3661"",""世芯-KY"",694,1.38],[""2303"",""聯電"",30837,1.14],[""8358"",""金居"",5558,1.03],[""2317"",""鴻海"",6927,0.78],[""3189"",""景碩"",2952,0.71],[""8210"",""勤誠"",1051,0.58],[""5439"",""高技"",2880,0.54],[""3443"",""創意"",271,0.53],[""6147"",""頎邦"",7884,0.53],[""2404"",""漢唐"",1091,0.53],[""3264"",""欣銓"",4896,0.48],[""8996"",""高力"",535,0.32],[""7769"",""鴻勁"",97,0.23],[""6191"",""精成科"",3985,0.21],[""3211"",""順達"",916,0.18],[""2481"",""強茂"",3651,0.18],[""3376"",""新日興"",1561,0.17],[""6415"",""矽力*-KY"",660,0.14],[""4966"",""譜瑞-KY"",370,0.11],[""6488"",""環球晶"",332,0.1],[""3324"",""雙鴻"",170,0.09],[""2313"",""華通"",764,0.09],[""3217"",""優群"",780,0.07],[""1303"",""南亞"",1373,0.06],[""2002"",""中鋼"",5160,0.05],[""3583"",""辛耘"",57,0.03],[""1319"",""東陽"",508,0.02],[""1815"",""富喬"",107,0.01],[""2357"",""華碩"",15,0],[""2439"",""美律"",15,0],[""4979"",""華星光"",1,0],[""5347"",""世界"",61,0]]"
2026-04-24 00:00:00,00981A,2026-04-24 16:29:22,"[[""2330"",""台積電"",9114,9.39],[""2383"",""台光電"",4125,8.7],[""2308"",""台達電"",6024,5.89],[""3653"",""健策"",2267,5.74],[""3017"",""奇鋐"",3902,5.42],[""3665"",""貿聯-KY"",4098,5.34],[""2345"",""智邦"",5231,5.28],[""2368"",""金像電"",7748,5.08],[""8046"",""南電"",11881,4.9],[""2454"",""聯發科"",3867,4.44],[""6223"",""旺矽"",1774,3.89],[""3037"",""欣興"",9287,3.46],[""5274"",""信驊"",351,2.71],[""6669"",""緯穎"",1101,2.41],[""2327"",""國巨*"",14288,2],[""3711"",""日月光投控"",7654,1.79],[""6515"",""穎崴"",368,1.75],[""6805"",""富世達"",1698,1.53],[""6510"",""精測"",875,1.5],[""6274"",""台燿"",3019,1.49],[""2449"",""京元電子"",10503,1.42],[""3661"",""世芯-KY"",694,1.38],[""3189"",""景碩"",5038,1.25],[""2303"",""聯電"",30837,1.08],[""8358"",""金居"",5558,0.94],[""2317"",""鴻海"",6927,0.72],[""8210"",""勤誠"",1051,0.6],[""6147"",""頎邦"",7884,0.54],[""3443"",""創意"",271,0.52],[""2404"",""漢唐"",1091,0.51],[""5439"",""高技"",2880,0.5],[""3264"",""欣銓"",4896,0.48],[""8996"",""高力"",535,0.28],[""7769"",""鴻勁"",97,0.22],[""6191"",""精成科"",3985,0.2],[""2481"",""強茂"",3651,0.17],[""3211"",""順達"",916,0.16],[""3376"",""新日興"",1561,0.16],[""6415"",""矽力*-KY"",660,0.14],[""4966"",""譜瑞-KY"",370,0.11],[""3324"",""雙鴻"",170,0.1],[""6488"",""環球晶"",332,0.09],[""2313"",""華通"",764,0.08],[""3217"",""優群"",780,0.07],[""1303"",""南亞"",1373,0.06],[""2002"",""中鋼"",5160,0.05],[""1319"",""東陽"",508,0.02],[""1815"",""富喬"",107,0.01],[""2357"",""華碩"",15,0],[""2439"",""美律"",15,0],[""4979"",""華星光"",1,0],[""5347"",""世界"",61,0]]"
2026-04-27 00:00:00,00981A,2026-04-27 15:46:00,"[[""2330"",""台積電"",9693,9.46],[""2383"",""台光電"",4425,9.02],[""2345"",""智邦"",6031,5.65],[""2308"",""台達電"",6024,5.24],[""2368"",""金像電"",8240,5.04],[""8046"",""南電"",12637,4.97],[""3665"",""貿聯-KY"",4378,4.96],[""3653"",""健策"",2267,4.84],[""3017"",""奇鋐"",3902,4.77],[""2454"",""聯發科"",4147,4.35],[""6223"",""旺矽"",1886,3.96],[""3037"",""欣興"",9287,3.36],[""6669"",""緯穎"",1549,3.26],[""5274"",""信驊"",373,2.57],[""2327"",""國巨*"",15196,2],[""6805"",""富世達"",2099,1.87],[""3711"",""日月光投控"",8174,1.74],[""6515"",""穎崴"",391,1.61],[""6510"",""精測"",930,1.43],[""2449"",""京元電子"",11172,1.36],[""3661"",""世芯-KY"",738,1.32],[""6274"",""台燿"",3019,1.29],[""3189"",""景碩"",5358,1.19],[""2317"",""鴻海"",10727,1.05],[""2303"",""聯電"",32791,1.03],[""8358"",""金居"",5558,0.8],[""8210"",""勤誠"",1117,0.56],[""5439"",""高技"",3130,0.5],[""3443"",""創意"",271,0.46],[""2404"",""漢唐"",1091,0.46],[""6147"",""頎邦"",7884,0.44],[""3264"",""欣銓"",4897,0.41],[""8996"",""高力"",535,0.25],[""7769"",""鴻勁"",98,0.21],[""6191"",""精成科"",3986,0.18],[""2481"",""強茂"",3652,0.16],[""3376"",""新日興"",1681,0.15],[""6415"",""矽力*-KY"",660,0.12],[""4966"",""譜瑞-KY"",371,0.1],[""6488"",""環球晶"",333,0.09],[""2313"",""華通"",843,0.09],[""3211"",""順達"",458,0.08],[""3217"",""優群"",830,0.06],[""1303"",""南亞"",1374,0.05],[""2002"",""中鋼"",5161,0.04],[""1319"",""東陽"",509,0.02],[""2357"",""華碩"",16,0],[""1815"",""富喬"",107,0],[""2439"",""美律"",16,0],[""4979"",""華星光"",1,0],[""5347"",""世界"",62,0]]"
